,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Ср. насыщенность нефти,Ср. давление в резервуаре [wpv]                                                         бар абс.,Ошибка материального баланса для компонента WATER                                             кг,Ср. давление в резервуаре [whc]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Текущая масса компонента WATER                                                            млн.кг,MBERRCTRL,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Закачка компонента WATER                                                                      кг,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,TOLVARNEWT,Характеристики,Ср. насыщенность воды,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,MBERRLIM,Закачка компонента OIL                                                                        кг,MINNEWTIT,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Поток компонента через границу региона OIL                                                    кг,Начальная масса компонента WATER                                                          млн.кг,Добыча компонента OIL                                                                         кг,TOLLIN,Коэффициент извлечения нефти (КИН)                                                             %,CHECKP,Ошибка материального баланса для компонента OIL                                               кг,no.,Поток компонента через границу региона WATER                                                  кг,Добыча компонента WATER                                                                       кг
224,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,224,0.00,0.00
225,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,225,0.00,0.00
226,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,226,0.00,0.00
227,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,227,0.00,0.00
228,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,228,0.00,0.00
229,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,229,0.00,0.00
230,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,230,0.00,0.00
231,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,231,0.00,0.00
232,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,232,0.00,0.00
233,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,233,0.00,0.00
234,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,234,0.00,0.00
235,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,235,0.00,0.00
236,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,236,0.00,0.00
237,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,237,0.00,0.00
238,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,238,0.00,0.00
239,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,239,0.00,0.00
240,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,240,0.00,0.00
241,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,241,0.00,0.00
242,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,242,0.00,0.00
243,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,243,0.00,0.00
244,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,244,0.00,0.00
245,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,245,0.00,0.00
246,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,246,0.00,0.00
247,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,247,0.00,0.00
248,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,248,0.00,0.00
249,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,249,0.00,0.00
250,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,250,0.00,0.00
251,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,251,0.00,0.00
252,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,252,0.00,0.00
253,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,253,0.00,0.00
254,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,254,0.00,0.00
255,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,255,0.00,0.00
256,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,256,0.00,0.00
257,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,257,0.00,0.00
258,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,258,0.00,0.00
259,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,259,0.00,0.00
260,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,260,0.00,0.00
261,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,261,0.00,0.00
262,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,262,0.00,0.00
263,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,263,0.00,0.00
264,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,264,0.00,0.00
265,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,265,0.00,0.00
266,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,266,0.00,0.00
267,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,267,0.00,0.00
268,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,268,0.00,0.00
269,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,269,0.00,0.00
270,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,270,0.00,0.00
271,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,271,0.00,0.00
272,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,272,0.00,0.00
273,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,273,0.00,0.00
274,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,274,0.00,0.00
275,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,275,0.00,0.00
276,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,276,0.00,0.00
277,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,277,0.00,0.00
278,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,278,0.00,0.00
279,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,279,0.00,0.00
280,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,280,0.00,0.00
281,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,281,0.00,0.00
282,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,282,0.00,0.00
283,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,283,0.00,0.00
284,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,284,0.00,0.00
285,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,285,0.00,0.00
286,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,286,0.00,0.00
287,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,287,0.00,0.00
288,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,288,0.00,0.00
289,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,289,0.00,0.00
290,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,1.0,0.00,290,0.00,0.00
291,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,291,0.00,0.00
292,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,292,0.00,0.00
293,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,293,0.00,0.00
294,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,294,0.00,0.00
295,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,295,0.00,0.00
296,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,296,0.00,0.00
297,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,297,0.00,0.00
298,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,298,0.00,0.00
299,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,299,0.00,0.00
300,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,300,0.00,0.00
301,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,301,0.00,0.00
302,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,302,0.00,0.00
303,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,303,0.00,0.00
304,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,304,0.00,0.00
305,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,305,0.00,0.00
306,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,306,0.00,0.00
307,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,307,0.00,0.00
308,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,308,0.00,0.00
309,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,309,0.00,0.00
310,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,310,0.00,0.00
311,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,311,0.00,0.00
312,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,312,0.00,0.00
313,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,313,0.00,0.00
314,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,314,0.00,0.00
315,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,315,0.00,0.00
316,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,316,0.00,0.00
317,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,317,0.00,0.00
