,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Ср. насыщенность нефти,Ср. давление в резервуаре [wpv]                                                         бар абс.,Ошибка материального баланса для компонента WATER                                             кг,Ср. давление в резервуаре [whc]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Текущая масса компонента WATER                                                            млн.кг,MBERRCTRL,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Закачка компонента WATER                                                                      кг,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,TOLVARNEWT,Характеристики,Ср. насыщенность воды,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,MBERRLIM,Закачка компонента OIL                                                                        кг,MINNEWTIT,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Поток компонента через границу региона OIL                                                    кг,Начальная масса компонента WATER                                                          млн.кг,Добыча компонента OIL                                                                         кг,TOLLIN,Коэффициент извлечения нефти (КИН)                                                             %,CHECKP,Ошибка материального баланса для компонента OIL                                               кг,no.,Поток компонента через границу региона WATER                                                  кг,Добыча компонента WATER                                                                       кг
886,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,886,0.00,0.00
887,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,887,0.00,0.00
888,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,888,0.00,0.00
889,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,889,0.00,0.00
890,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,890,0.00,0.00
891,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,891,0.00,0.00
892,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,892,0.00,0.00
893,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,893,0.00,0.00
894,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,894,0.00,0.00
895,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,895,0.00,0.00
896,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,896,0.00,0.00
897,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,897,0.00,0.00
898,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,898,0.00,0.00
899,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,899,0.00,0.00
900,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,900,0.00,0.00
901,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,901,0.00,0.00
902,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,902,0.00,0.00
903,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,903,0.00,0.00
904,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,904,0.00,0.00
905,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,905,0.00,0.00
906,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,906,0.00,0.00
907,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,907,0.00,0.00
908,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,908,0.00,0.00
909,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,909,0.00,0.00
910,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,910,0.00,0.00
911,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,911,0.00,0.00
912,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,912,0.00,0.00
913,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,913,0.00,0.00
914,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,914,0.00,0.00
915,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,915,0.00,0.00
916,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,916,0.00,0.00
917,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,917,0.00,0.00
918,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,918,0.00,0.00
919,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,919,0.00,0.00
920,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,920,0.00,0.00
921,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,921,0.00,0.00
922,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,922,0.00,0.00
923,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,923,0.00,0.00
924,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,924,0.00,0.00
925,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,925,0.00,0.00
926,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,926,0.00,0.00
927,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,927,0.00,0.00
928,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,928,0.00,0.00
929,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,929,0.00,0.00
930,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,930,0.00,0.00
931,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,931,0.00,0.00
932,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,932,0.00,0.00
933,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,933,0.00,0.00
934,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,934,0.00,0.00
935,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,935,0.00,0.00
936,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,936,0.00,0.00
937,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,937,0.00,0.00
938,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,938,0.00,0.00
939,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,939,0.00,0.00
940,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,940,0.00,0.00
941,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,941,0.00,0.00
942,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,942,0.00,0.00
943,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,943,0.00,0.00
944,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,944,0.00,0.00
945,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,945,0.00,0.00
946,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,946,0.00,0.00
947,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,947,0.00,0.00
948,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,948,0.00,0.00
949,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,949,0.00,0.00
950,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,950,0.00,0.00
951,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,951,0.00,0.00
952,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,952,0.00,0.00
953,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,953,0.00,0.00
954,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,954,0.00,0.00
955,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,955,0.00,0.00
956,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,956,0.00,0.00
957,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,957,0.00,0.00
958,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,958,0.00,0.00
959,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,959,0.00,0.00
960,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,960,0.00,0.00
961,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,961,0.00,0.00
962,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,962,0.00,0.00
963,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,963,0.00,0.00
964,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,964,0.00,0.00
965,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,965,0.00,0.00
966,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,966,0.00,0.00
967,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,967,0.00,0.00
968,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,968,0.00,0.00
969,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,969,0.00,0.00
970,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,1.0,0.00,970,0.00,0.00
971,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,971,0.00,0.00
972,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,972,0.00,0.00
973,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,973,0.00,0.00
974,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,974,0.00,0.00
975,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,975,0.00,0.00
976,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,976,0.00,0.00
977,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,977,0.00,0.00
978,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,978,0.00,0.00
979,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.005,0.00,2.0,0.00,979,0.00,0.00
